45,45-49,40-59,ALL_WEIGHTS
46,45-49,40-59,ALL_WEIGHTS
47,45-49,40-59,ALL_WEIGHTS
48,45-49,40-59,ALL_WEIGHTS
49,45-49,40-59,ALL_WEIGHTS
50,50-54,40-59,ALL_WEIGHTS
51,50-54,40-59,ALL_WEIGHTS
52,50-54,40-59,ALL_WEIGHTS
53,50-54,40-59,ALL_WEIGHTS
54,50-54,40-59,ALL_WEIGHTS
55,55-59,40-59,ALL_WEIGHTS
56,55-59,40-59,ALL_WEIGHTS
57,55-59,40-59,ALL_WEIGHTS
58,55-59,40-59,ALL_WEIGHTS
59,55-59,40-59,ALL_WEIGHTS
60,60-64,60-79,ALL_WEIGHTS
61,60-64,60-79,ALL_WEIGHTS
62,60-64,60-79,ALL_WEIGHTS
63,60-64,60-79,ALL_WEIGHTS
64,60-64,60-79,ALL_WEIGHTS
65,65-69,60-79,ALL_WEIGHTS
66,65-69,60-79,ALL_WEIGHTS
67,65-69,60-79,ALL_WEIGHTS
68,65-69,60-79,ALL_WEIGHTS
69,65-69,60-79,ALL_WEIGHTS
70,70-74,60-79,ALL_WEIGHTS
71,70-74,60-79,ALL_WEIGHTS
72,70-74,60-79,ALL_WEIGHTS
73,70-74,60-79,ALL_WEIGHTS
74,70-74,60-79,ALL_WEIGHTS
75,75-79,60-79,ALL_WEIGHTS
76,75-79,60-79,ALL_WEIGHTS
77,75-79,60-79,ALL_WEIGHTS
78,75-79,60-79,ALL_WEIGHTS
79,75-79,60-79,ALL_WEIGHTS
80,80-84,80-99,ALL_WEIGHTS
81,80-84,80-99,ALL_WEIGHTS
82,80-84,80-99,ALL_WEIGHTS
83,80-84,80-99,ALL_WEIGHTS
84,80-84,80-99,ALL_WEIGHTS
85,85-89,80-99,ALL_WEIGHTS
86,85-89,80-99,ALL_WEIGHTS
87,85-89,80-99,ALL_WEIGHTS
88,85-89,80-99,ALL_WEIGHTS
89,85-89,80-99,ALL_WEIGHTS
90,90-94,80-99,ALL_WEIGHTS
91,90-94,80-99,ALL_WEIGHTS
92,90-94,80-99,ALL_WEIGHTS
93,90-94,80-99,ALL_WEIGHTS
94,90-94,80-99,ALL_WEIGHTS
95,95-99,80-99,ALL_WEIGHTS
96,95-99,80-99,ALL_WEIGHTS
97,95-99,80-99,ALL_WEIGHTS
98,95-99,80-99,ALL_WEIGHTS
99,95-99,80-99,ALL_WEIGHTS
100,100-104,100-119,ALL_WEIGHTS
101,100-104,100-119,ALL_WEIGHTS
102,100-104,100-119,ALL_WEIGHTS
103,100-104,100-119,ALL_WEIGHTS
104,100-104,100-119,ALL_WEIGHTS
105,105-109,100-119,ALL_WEIGHTS
106,105-109,100-119,ALL_WEIGHTS
107,105-109,100-119,ALL_WEIGHTS
108,105-109,100-119,ALL_WEIGHTS
109,105-109,100-119,ALL_WEIGHTS
110,110-114,100-119,ALL_WEIGHTS
111,110-114,100-119,ALL_WEIGHTS
112,110-114,100-119,ALL_WEIGHTS
113,110-114,100-119,ALL_WEIGHTS
114,110-114,100-119,ALL_WEIGHTS
115,115-119,100-119,ALL_WEIGHTS
116,115-119,100-119,ALL_WEIGHTS
117,115-119,100-119,ALL_WEIGHTS
118,115-119,100-119,ALL_WEIGHTS
119,115-119,100-119,ALL_WEIGHTS
120,120-124,120-139,ALL_WEIGHTS
121,120-124,120-139,ALL_WEIGHTS
